Date,Town,State/Province,Latitude,Longitude,Number,Image
5/1/2018,Macomb,MI,42.6,-82.9,1,
5/1/2018,Masontown,WV,39.6,-79.8,3,
5/1/2018,Michigan City,IN,41.7,-86.8,1,
5/1/2018,Milford,OH,39.2,-84.3,1,
5/1/2018,Momence,IL,41.2,-87.7,1,
5/1/2018,Monmouth,IL,40.9,-90.6,1,
5/1/2018,Monticello,IN,40.7,-86.8,1,
5/1/2018,Morpeth,ON,42.3,-81.9,3,
5/1/2018,Mount Brydges,ON,42.9,-81.5,1,
5/1/2018,Mount Vernon,IN,37.9,-87.9,2,
5/1/2018,Mountain Dale,NY,41.7,-74.5,2,
5/1/2018,Muscoda,WI,43.2,-90.4,1,
5/1/2018,Nashville,TN,36.1,-86.8,1,
5/1/2018,New Glarus,WI,42.8,-89.7,1,
5/1/2018,Newton,KS,38.1,-97.2,1,
5/1/2018,Newtown,PA,40.2,-75,1,
5/1/2018,North Wales,PA,40.2,-75.3,1,
5/1/2018,Northport,NY,40.9,-73.3,1,
5/1/2018,Norton,MA,42,-71.2,1,
5/1/2018,Oakdale,MN,45,-92.9,1,
5/1/2018,Olney,IL,38.7,-88.1,1,
5/1/2018,Orange,CT,41.3,-73.1,1,
5/1/2018,Orrstown,PA,40.1,-77.7,2,
5/1/2018,Ottumwa,IA,41,-92.4,1,
5/1/2018,Palos Park,IL,41.7,-87.8,1,
5/1/2018,Park Forest,IL,41.5,-87.7,1,
5/1/2018,Pella,IA,41.4,-92.9,1,
5/1/2018,Peoria,IL,40.8,-89.6,2,
5/1/2018,Pepperell,MA,42.7,-71.6,1,
5/1/2018,Plainfield,IL,41.6,-88.2,1,
5/1/2018,Plainfield,IN,39.7,-86.4,1,
5/1/2018,Pleasant Prairie,WI,42.6,-87.9,1,
5/1/2018,Port Carbon,PA,40.7,-76.2,1,
5/1/2018,Port Carbon,PA,40.7,-76.2,1,
5/1/2018,Port Washington,WI,43.4,-87.9,1,
5/1/2018,Preston,CT,41.5,-72,1,
5/1/2018,Queens Village,NY,40.7,-73.8,1,
5/1/2018,Redwood Falls,MN,44.5,-95.1,1,
5/1/2018,Reynoldsburg,OH,39.9,-82.8,1,
5/1/2018,Richfield,OH,41.2,-81.6,1,
5/1/2018,River Falls,WI,44.9,-92.6,1,
5/1/2018,Riverside,MO,39.2,-94.6,1,
5/1/2018,Rocky Point,NY,41,-72.9,1,
5/1/2018,Roxbury,CT,41.5,-73.3,1,
5/1/2018,Saint Joseph,IL,40.1,-88,1,
5/1/2018,Saint Joseph,MO,39.8,-94.8,1,
5/1/2018,Salem,IL,38.6,-88.9,1,
5/1/2018,Salina,KS,38.8,-97.6,1,
5/1/2018,Sandyston,NJ,41.2,-74.8,2,
5/1/2018,Sarasota,FL,27.3,-82.5,1,
5/1/2018,Scarsdale,NY,41,-73.8,1,
5/1/2018,Scott,OH,41,-84.6,1,
5/1/2018,Sheboygan,WI,43.8,-87.7,1,
5/1/2018,Sherwood,WI,44.2,-88.3,1,
5/1/2018,Shokan,NY,42,-74.2,1,
5/1/2018,Slippery Rock,PA,41,-80.1,1,
5/1/2018,South Haven,MI,42.4,-86.3,1,
5/1/2018,South Salem,NY,41.2,-73.5,1,
5/1/2018,St. Louis,MO,38.6,-90.2,1,
5/1/2018,Sunset Beach,NC,33.9,-78.5,2,
5/1/2018,Sylvania,OH,41.7,-83.7,1,
5/1/2018,Syracuse,IN,41.4,-85.8,1,
5/1/2018,Tiskilwa,IL,41.3,-89.5,3,
5/1/2018,Tiverton,RI,41.6,-71.2,1,
5/1/2018,Tobyhanna,PA,41.2,-75.4,1,
5/1/2018,Union,MI,41.8,-85.8,1,
5/1/2018,Urbana,IL,40.1,-88.2,1,
5/1/2018,Versailles,KY,38,-84.8,1,
5/1/2018,Wallingford,CT,41.5,-72.8,1,
5/1/2018,Warwick,RI,41.7,-71.4,1,
5/1/2018,Wayne,IL,42,-88.3,1,
5/1/2018,Weaver,MN,44.2,-91.9,1,
5/1/2018,Wellington,OH,41.2,-82.2,1,
5/1/2018,West Grove,PA,39.8,-75.8,1,
5/1/2018,West Point,IN,40.3,-87,1,
5/1/2018,Weymouth,MA,42.2,-70.9,1,
5/1/2018,Weymouth,MA,42.2,-70.9,1,
5/1/2018,Wilmington,DE,39.8,-75.7,1,
5/1/2018,Windber,PA,40.3,-78.8,1,
5/1/2018,Windsor,ON,42.3,-83,2,
5/1/2018,Worcester,MA,42.3,-71.9,1,
5/1/2018,Worcester,MA,42.2,-71.8,1,
5/1/2018,Wynnewood,PA,40,-75.3,,
5/1/2018,Xenia,OH,39.7,-83.9,2,
4/30/2018,Alton,IL,38.9,-90.1,3,
4/30/2018,Ames,IA,42,-93.6,1,
4/30/2018,Arlington Heights,IL,42.1,-88,1,
4/30/2018,Asbury,IA,42.5,-90.8,1,
4/30/2018,Ashford,CT,41.9,-72.1,1,
4/30/2018,Barboursville,WV,38.4,-82.3,1,
4/30/2018,Bethel,OH,39.8,-84.2,1,
4/30/2018,Bettendorf,IA,41.6,-90.5,1,
4/30/2018,Big Rock,IL,41.7,-88.5,1,
4/30/2018,Bowie,MD,39,-76.7,1,
4/30/2018,Braidwood,IL,41.2,-88.2,2,
4/30/2018,Burkeville,VA,37.2,-78.2,1,
4/30/2018,Campus,IL,41,-88.3,1,
4/30/2018,Cedar Rapids,IA,42,-91.7,1,
4/30/2018,Centerville,IN,39.8,-85,1,
4/30/2018,Chapman,KS,39,-97,3,
4/30/2018,Clinton,IN,39.7,-87.5,1,
4/30/2018,Coram,NY,40.9,-73,1,
4/30/2018,Council Bluffs,IA,41.2,-95.8,1,
4/30/2018,Coventry,RI,41.7,-71.6,1,
4/30/2018,Crestwood,IL,41.6,-87.8,1,
4/30/2018,Custer Park,IL,41.2,-88.1,1,
4/30/2018,Dayton,OH,39.8,-84.2,1,
4/30/2018,De Land,IL,40.1,-88.6,1,
4/30/2018,Decatur,IL,39.9,-89,1,
4/30/2018,Delavan,WI,42.7,-88.5,1,
4/30/2018,Dublin,OH,40.1,-83.1,1,
4/30/2018,Durham,CT,41.5,-72.7,1,
4/30/2018,East Haddam,CT,41.5,-72.5,1,
4/30/2018,East Hampton,CT,41.6,-72.6,1,
4/30/2018,Easton,PA,40.7,-75.2,1,
4/30/2018,Easton,PA,40.7,-75.2,1,
4/30/2018,Elizabethtown,PA,40.2,-76.7,1,
4/30/2018,Essex,CT,41.3,-72.4,1,
4/30/2018,Findlay,OH,41,-83.6,1,
4/30/2018,Fort Gratiot Township,MI,43.1,-82.5,1,
4/30/2018,Franklin Lakes,NJ,41,-74.2,1,
4/30/2018,Goshen,NY,41.3,-74.5,1,
4/30/2018,Graham,NC,36.1,-79.4,1,
4/30/2018,Green Lane,PA,40.4,-75.4,1,
4/30/2018,Halifax,PA,40.5,-76.9,1,
4/30/2018,Hanover,MA,42.1,-70.8,2,
4/30/2018,Hastings,MN,44.7,-92.9,1,
4/30/2018,Hastings,MN,44.7,-92.9,1,
4/30/2018,Hesston,KS,38.2,-97.5,1,
4/30/2018,Hillsborough,NJ,40.5,-74.6,1,
4/30/2018,Homer Glen,IL,41.6,-87.9,1,
4/30/2018,Kansas City,MO,39.2,-94.6,2,
4/30/2018,Knightdale,NC,35.8,-78.5,1,
4/30/2018,Kokomo,IN,40.5,-86.1,1,
4/30/2018,La Porte City,IA,42.4,-92.2,1,
4/30/2018,Lansdale,PA,40.2,-75.3,1,
4/30/2018,Lawrence,KS,39,-95.2,1,
4/30/2018,Manchester Township,NJ,40,-74.4,3,
4/30/2018,Martins Ferry,OH,40.1,-80.7,1,
4/30/2018,Medford,NJ,39.9,-74.8,1,
4/30/2018,Mifflinburg,PA,40.9,-77.1,1,
4/30/2018,Monona,IA,43,-91.4,1,
4/30/2018,Monticello,IN,40.7,-86.8,1,
4/30/2018,Morse Bluff,NE,41.4,-96.7,2,
4/30/2018,North Kingstown,RI,41.6,-71.5,1,
4/30/2018,Nottingham,MD,39.4,-76.5,1,
4/30/2018,O'Fallon,MO,38.8,-90.7,1,
4/30/2018,O'Fallon,MO,38.8,-90.7,1,
4/30/2018,Olathe,KS,38.9,-94.8,1,
4/30/2018,Olivette,MO,38.7,-90.4,1,
4/30/2018,Ottumwa,IA,41,-92.5,1,
4/30/2018,Ozawkie,KS,39.2,-95.4,2,
4/30/2018,Parker,KS,38.3,-95,1,
4/30/2018,Pisgah,IA,41.8,-95.9,1,
4/30/2018,Plainfield,IL,41.6,-88.2,1,
4/30/2018,Plainfield,IN,39.7,-86.4,1,
4/30/2018,Plymouth,MA,41.9,-70.6,1,
4/30/2018,Quakertown,PA,40.4,-75.4,1,
4/30/2018,Ramsey,NJ,41.1,-74.2,1,
4/30/2018,Rehoboth,MA,41.8,-71.2,1,
4/30/2018,Rehoboth Beach,DE,38.7,-75.1,1,
4/30/2018,Saint Peter,MN,44.4,-94,1,
4/30/2018,Sherrard,IL,41.3,-90.5,1,
4/30/2018,Sioux Falls,SD,43.5,-96.7,1,
4/30/2018,Solon,IA,41.8,-91.5,1,
4/30/2018,Spencerville,IN,41.3,-84.8,1,
4/30/2018,Ste. Genevieve,MO,38,-90,2,
4/30/2018,Tecumseh,NE,40.4,-96.2,1,
4/30/2018,Thompson,CT,42,-71.9,1,
4/30/2018,Tonkawa,OK,36.7,-97.3,1,
4/30/2018,Tulsa,OK,36.1,-96,2,
4/30/2018,Urbana,IL,40.1,-88.2,1,
4/30/2018,Waltham,MA,42.4,-71.2,1,
4/30/2018,Washington,IL,40.7,-89.5,1,
4/30/2018,Washington,WV,39.2,-81.7,2,
4/30/2018,Waukegan,IL,42.4,-87.9,1,
4/30/2018,Welch,MN,44.6,-92.7,1,
4/30/2018,West Lafayette,IN,40.4,-86.9,2,
4/30/2018,Wichita,KS,37.6,-97.4,1,
4/30/2018,Windsor Heights,IA,41.6,-93.7,1,
4/29/2018,Andover,CT,41.7,-72.4,1,
4/29/2018,Annapolis,MD,39,-76.5,1,
4/29/2018,Bally,PA,40.4,-75.6,1,
4/29/2018,Boothbay,ME,43.9,-69.6,1,
4/29/2018,Bristol,RI,41.7,-71.3,1,
4/29/2018,Brookfield,CT,41.5,-73.4,2,
4/29/2018,Burrillville,RI,41.9,-71.7,1,
4/29/2018,Catonsville,MD,39.3,-76.7,2,
4/29/2018,Chappaqua,NY,41.2,-73.8,1,
4/29/2018,Dayton,OH,39.7,-84,1,
4/29/2018,Des Moines,IA,41.6,-93.6,1,
4/29/2018,Dubuque,IA,42.5,-90.7,1,
4/29/2018,Flanders,NY,40.9,-72.6,1,
4/29/2018,Galena,IL,42.4,-90.4,1,
4/29/2018,Grafton,MA,42.2,-71.7,1,
4/29/2018,Grand River,IA,40.8,-94,1,
4/29/2018,Hampton,CT,41.8,-72.1,1,
4/29/2018,Hardwick,NJ,41.1,-74.9,1,
4/29/2018,Holbrook,NY,40.8,-73.1,1,
4/29/2018,Hollister,MO,36.6,-93.3,1,
4/29/2018,Howell,NJ,40.2,-74.2,1,
4/29/2018,Hudson,NY,42.3,-73.8,1,
4/29/2018,Hudson,NY,42.2,-73.8,1,
4/29/2018,Ivesdale,IL,39.9,-88.5,1,
4/29/2018,Jackson,NJ,40.1,-74.4,1,
4/29/2018,Kirksville,MO,40.2,-92.6,1,
4/29/2018,Lakeville,MA,41.8,-70.9,1,
4/29/2018,Lewisburg,KY,37,-87,4,
4/29/2018,Lykens,PA,40.6,-76.7,1,
4/29/2018,Manassas,VA,38.8,-77.4,1,
4/29/2018,Middleton,MA,42.6,-71,1,
4/29/2018,New London,CT,41.3,-72.1,1,
4/29/2018,New London,CT,41.3,-72.1,1,
4/29/2018,Norfolk,VA,36.9,-76.2,1,
4/29/2018,North Newton,KS,38.1,-97.3,1,
4/29/2018,Norton,MA,42,-71.2,2,
4/29/2018,Oakland,MD,39.5,-79.3,1,
4/29/2018,Oakland,NJ,41,-74.3,1,
4/29/2018,Old Bridge Township,NJ,40.4,-74.3,3,
4/29/2018,Oxford,CT,41.4,-73.1,1,
4/29/2018,Pataskala,OH,40,-82.7,1,
4/29/2018,Pine Hill,NJ,39.8,-75,1,
4/29/2018,Plainville,MA,42,-71.3,2,
4/29/2018,Plum,PA,40.5,-79.7,1,
4/29/2018,Pottstown,PA,40.2,-75.6,1,
4/29/2018,Raynham,MA,41.9,-71.1,2,
4/29/2018,Raynham,MA,41.9,-71.1,1,
4/29/2018,Rockaway,NJ,40.9,-74.5,1,
4/29/2018,Rockland,MA,42.1,-70.9,1,
4/29/2018,Rocky Point,NY,41,-72.9,1,
4/29/2018,Saint George,KS,39.2,-96.4,1,
4/29/2018,Saint Joseph,MO,39.8,-94.8,1,
4/29/2018,Salem,NH,42.8,-71.2,1,
4/29/2018,Scituate,RI,41.8,-71.6,1,
4/29/2018,Sharon,MA,42.1,-71.2,1,
4/29/2018,Sherrard,IL,41.3,-90.5,1,
4/29/2018,Spencer,IN,39.3,-86.8,1,
4/29/2018,Spring Grove,PA,39.9,-76.9,1,
4/29/2018,Springdale,OH,39.3,-84.5,1,
4/29/2018,Sugar Land,TX,29.6,-95.7,1,
4/29/2018,Taunton,MA,41.9,-71.1,1,
4/29/2018,Terre Haute,IN,39.5,-87.4,1,
4/29/2018,Tolland,CT,41.9,-72.3,2,
4/29/2018,Topeka,KS,39,-95.7,1,
4/29/2018,Topeka,KS,39,-95.7,1,
4/29/2018,Upper Saddle River,NJ,41.1,-74.1,1,
4/29/2018,Uxbridge,MA,42.1,-71.6,1,
4/29/2018,Wallingford,CT,41.5,-72.8,1,
4/29/2018,Washington,PA,40.2,-80.2,1,
4/29/2018,West Greenwich,RI,41.7,-71.8,1,
4/29/2018,Westerly,RI,41.4,-71.8,1,
4/29/2018,Willington,CT,41.9,-72.3,1,
4/29/2018,Zionsville,IN,39.9,-86.3,1,
4/28/2018,Acushnet,MA,41.7,-70.9,1,
4/28/2018,Bagley,WI,42.9,-91.1,1,
4/28/2018,Beckett Ridge,OH,39.3,-84.4,1,
4/28/2018,Belleville,IL,38.5,-90,1,
4/28/2018,Berlin,MA,42.4,-71.6,1,
4/28/2018,Bishopville,MD,38.4,-75.1,2,
4/28/2018,Charlestown,RI,41.4,-71.7,1,
4/28/2018,Chillicothe,OH,39.3,-83,1,
4/28/2018,Cohasset,MA,42.2,-70.8,1,
4/28/2018,Colchester,CT,41.6,-72.3,1,
4/28/2018,Conway Springs,KS,37.4,-97.6,1,
4/28/2018,Council Bluffs,IA,41.3,-95.8,2,
4/28/2018,Eastport,NY,40.8,-72.7,1,
4/28/2018,Eaton Rapids,MI,42.5,-84.7,1,
4/28/2018,elkton,MD,39.6,-75.9,1,
4/28/2018,Ellinwood,KS,38.4,-98.6,1,
4/28/2018,Fairfield,PA,39.8,-77.4,1,
4/28/2018,Fairhaven,MA,41.7,-70.9,1,
4/28/2018,Fredericksburg,VA,38.3,-77.4,4,
4/28/2018,Glastonbury,CT,41.7,-72.5,1,
4/28/2018,Grafton,OH,41.3,-82.1,1,
4/28/2018,Hackettstown,NJ,40.8,-74.8,1,
4/28/2018,Hampton Bays,NY,40.9,-72.5,1,
4/28/2018,Hedgesville,WV,39.4,-78.2,1,
4/28/2018,Herndon,VA,38.9,-77.4,1,
4/28/2018,Hilliard,OH,40,-83.2,1,
4/28/2018,Independence,MO,39.1,-94.4,1,
4/28/2018,Kahoka,MO,40.4,-91.7,1,
4/28/2018,Kansas City,MO,39.2,-94.6,1,
4/28/2018,Kutztown,PA,40.6,-75.7,1,
4/28/2018,Lakewood Township,NJ,40.1,-74.2,1,
4/28/2018,Lambertville,MI,41.7,-83.6,1,
4/28/2018,Lawrenceburg,IN,39.1,-84.9,1,
4/28/2018,Lehighton,PA,40.8,-75.7,1,
4/28/2018,Levittown,PA,40.2,-74.9,1,
4/28/2018,Levittown,PA,40.2,-74.8,1,
4/28/2018,Louisville,KY,38.1,-85.7,1,
4/28/2018,Lykens,PA,40.6,-76.7,1,
4/28/2018,Manalapan Township,NJ,40.3,-74.3,1,
4/28/2018,Manchester Township,NJ,40,-74.3,1,
4/28/2018,Marion,MA,41.7,-70.8,1,
4/28/2018,McDonald,PA,40.4,-80.2,1,
4/28/2018,Middlesex,NJ,40.6,-74.5,1,
4/28/2018,Middletown,OH,39.5,-84.4,1,
4/28/2018,Middletown,OH,39.5,-84.3,1,
4/28/2018,New Milford,CT,41.6,-73.4,1,
4/28/2018,Newark,DE,39.7,-75.8,1,
4/28/2018,Newtown Square,PA,40,-75.4,1,
4/28/2018,Normalville,PA,40,-79.4,1,
4/28/2018,North Stonington,CT,41.4,-71.9,2,
4/28/2018,Nottingham,PA,39.8,-76,1,
4/28/2018,Ozark,AR,35.4,-93.8,3,
4/28/2018,Pine Bush,NY,41.6,-74.3,3,
4/28/2018,Pittsburg,KS,37.4,-94.7,1,
4/28/2018,Potomac,MD,39,-77.2,1,
4/28/2018,Pound Ridge,NY,41.2,-73.6,1,
4/28/2018,Ridge,NY,40.9,-72.9,1,
4/28/2018,Roan Mountain,TN,36.1,-82.1,1,
4/28/2018,Saint Charles,MO,38.8,-90.5,1,
4/28/2018,Shoreham,NY,41,-72.9,1,
4/28/2018,Siler,VA,39.4,-78.2,3,
4/28/2018,Silver Spring,MD,39,-77,4,
4/28/2018,Smyrna,DE,39.3,-75.6,1,
4/28/2018,Tulsa,OK,36.1,-95.9,1,
4/28/2018,Warren,NJ,40.6,-74.5,1,
4/28/2018,Washington,NJ,40.7,-75,1,
4/28/2018,Waterford,CT,41.4,-72.2,2,
4/28/2018,Wichita,KS,37.6,-97.4,1,
4/28/2018,Wilmington,DE,39.7,-75.7,1,
4/28/2018,Wilmington,DE,39.7,-75.5,1,
4/28/2018,Wilmington,DE,39.8,-75.5,1,
4/28/2018,Wilmington,IL,41.3,-88.1,1,
4/27/2018,Basehor,KS,39.1,-94.9,1,
4/27/2018,Boonsboro,MD,39.5,-77.6,1,
4/27/2018,Brodhead,KY,37.4,-84.4,1,
4/27/2018,Browning,MO,40,-93.2,1,
4/27/2018,Carlisle,PA,40.3,-77.3,1,
4/27/2018,Carneys Point Township,NJ,39.7,-75.5,1,
4/27/2018,Cincinnati,OH,39.3,-84.5,1,
4/27/2018,Cinnaminson,NJ,40,-75,1,
4/27/2018,Concord,MA,42.4,-71.4,1,
4/27/2018,Connellsville,PA,40,-79.6,1,
4/27/2018,East Stroudsburg,PA,41,-75.2,3,
4/27/2018,Georgetown,IN,38.3,-86,1,
4/27/2018,Haddam,CT,41.5,-72.6,1,
4/27/2018,Hannibal,MO,39.7,-91.4,1,
4/27/2018,Harwich,MA,41.7,-70,1,
4/27/2018,Hudson,IN,41.5,-85.1,2,
4/27/2018,Hutchinson,KS,38.1,-97.9,1,
4/27/2018,Hyndman,PA,39.8,-78.7,1,
4/27/2018,Hyndman,PA,39.8,-78.7,1,
4/27/2018,Kirksville,MO,40.2,-92.6,1,
4/27/2018,Lawrence,KS,39.1,-95.3,1,
4/27/2018,Lawrenceville,IL,38.7,-87.5,1,
4/27/2018,Manchester Township,NJ,40,-74.4,1,
4/27/2018,Moline,IL,41.5,-90.5,1,
4/27/2018,Mooresville,IN,39.6,-86.4,1,
4/27/2018,Mount Holly Springs,PA,40.1,-77.2,1,
4/27/2018,Mount Laurel,NJ,39.9,-74.9,1,
4/27/2018,Mount Morris,PA,39.8,-80.1,1,
4/27/2018,Mount Savage,MD,39.7,-78.9,1,
4/27/2018,Mt Airy,MD,39.5,-77.3,1,
4/27/2018,Myersville,MD,39.6,-77.6,1,
4/27/2018,Newcastle,OK,35.3,-97.6,1,
4/27/2018,Newton,NJ,41.1,-74.8,1,
4/27/2018,Newtown,CT,41.4,-73.3,1,
4/27/2018,Newville,PA,40.2,-77.4,1,
4/27/2018,Onarga,IL,40.7,-88,1,
4/27/2018,Paradise,PA,40,-76.1,1,
4/27/2018,Parkersburg,WV,39.3,-81.5,1,
4/27/2018,Petersburg,VA,37.2,-77.4,2,
4/27/2018,Plainfield,IN,39.7,-86.4,1,
4/27/2018,Salem,VA,37.3,-80.1,2,
4/27/2018,Sedalia,MO,38.7,-93.2,1,
4/27/2018,Sewell,NJ,39.8,-75.1,1,
4/27/2018,Shamong,NJ,39.8,-74.7,2,
4/27/2018,Sterling Heights,MI,42.6,-83,1,
4/27/2018,Tallmadge,OH,41.1,-81.4,2,
4/27/2018,Terre Haute,IN,39.5,-87.3,2,
4/27/2018,Wanamassa,NJ,40.2,-74,1,
4/26/2018,Atco,NJ,39.8,-74.9,1,
4/26/2018,Bastrop,TX,30.1,-97.3,2,
4/26/2018,Blacksburg,VA,37.2,-80.4,3,
4/26/2018,Blowing Rock,NC,36.2,-81.6,2,
4/26/2018,Boonville,MO,38.9,-92.8,1,
4/26/2018,Brevard,NC,35.2,-82.7,1,
4/26/2018,Cairo,MO,39.5,-92.4,1,
4/26/2018,Carlyle,IL,38.6,-89.3,3,
4/26/2018,Chambersburg,PA,39.9,-77.7,1,
4/26/2018,Cincinnati,OH,39.2,-84.4,1,
4/26/2018,Clear Spring,MD,39.7,-77.8,2,
4/26/2018,Collinsville,IL,38.7,-90,1,
4/26/2018,Derby,KS,37.5,-97.3,1,
4/26/2018,Dillonvale,OH,40.2,-80.8,1,
4/26/2018,Evesham Township,NJ,39.9,-74.9,1,
4/26/2018,Glen Carbon,IL,38.8,-90,1,
4/26/2018,Hartford,KY,37.5,-87,1,
4/26/2018,Jefferson City,MO,38.6,-92.2,1,
4/26/2018,Johnstown,OH,40.2,-82.7,1,
4/26/2018,Joppa,MD,39.5,-76.3,1,
4/26/2018,Kampsville,IL,39.3,-90.6,1,
4/26/2018,League City,TX,29.5,-95.1,1,
4/26/2018,Little Elm,TX,33.2,-96.9,1,
4/26/2018,Memphis,TN,35.2,-89.8,1,
4/26/2018,Moberly,MO,39.4,-92.5,1,
4/26/2018,Morristown,TN,36.2,-83.2,1,
4/26/2018,Mouth of Wilson,VA,36.6,-81.5,2,
4/26/2018,Mulvane,KS,37.5,-97.2,1,
4/26/2018,Muncie,IN,40.2,-85.4,1,
4/26/2018,Muncy,PA,41.3,-76.9,1,
4/26/2018,New Braunfels,TX,29.7,-98.1,1,
4/26/2018,Newport News,VA,37.1,-76.5,1,
4/26/2018,Plainview,TX,34.2,-101.7,1,
4/26/2018,Plainview,TX,34.2,-101.7,2,
4/26/2018,pleasant farms,TX,31.7,-102.3,1,
4/26/2018,Point Pleasant,NJ,40.1,-74.1,1,
4/26/2018,Red Bank,NJ,40.3,-74.1,1,
4/26/2018,Rockbridge,OH,39.6,-82.5,1,
4/26/2018,Rockport,TX,28.1,-97.1,24,
4/26/2018,Sewell,NJ,39.8,-75.1,1,
4/26/2018,Shenandoah,PA,40.8,-76.2,1,
4/26/2018,Shenandoah,VA,38.5,-78.6,2,
4/26/2018,Soldier,KS,39.5,-95.9,1,
4/26/2018,Springfield,MO,37.1,-93.3,1,
4/26/2018,Strasburg,VA,39,-78.3,1,
4/26/2018,Strasburg,VA,39,-78.3,1,
4/26/2018,Strasburg,VA,39,-78.3,1,
4/26/2018,Tinton Falls,NJ,40.3,-74.1,1,
4/26/2018,Topeka,KS,39.1,-95.6,1,
4/26/2018,Valley Center,KS,37.8,-97.4,1,
4/26/2018,Washington Township,NJ,39.8,-75.1,1,
4/26/2018,Waynesville,OH,39.5,-84.1,1,
4/26/2018,Wernersville,PA,40.3,-76.1,1,
4/26/2018,West Lafayette,IN,40.4,-86.9,1,
4/26/2018,Westminster,MD,39.7,-77,1,
4/26/2018,Wrightsville,PA,40,-76.5,2,
4/25/2018,Batavia,OH,39.2,-84.1,1,
4/25/2018,Bedford,IN,38.9,-86.5,1,
4/25/2018,Boonsboro,MD,39.5,-77.7,1,
4/25/2018,Bridgeville,DE,38.7,-75.6,1,
4/25/2018,Brighton,MO,37.5,-93.3,1,
4/25/2018,Cleves,OH,39.2,-84.7,1,
4/25/2018,Decatur,IL,39.8,-89,1,
4/25/2018,Edwardsville,IL,38.8,-89.9,1,
4/25/2018,Estell Manor,NJ,39.4,-74.8,1,
4/25/2018,Evesham Township,NJ,39.8,-74.9,1,
4/25/2018,Fairfield,VA,37.9,-79.3,1,
4/25/2018,Florissant,MO,38.9,-90.3,1,
4/25/2018,Franklin,NJ,39.6,-75.1,2,
4/25/2018,Hartselle,AL,34.4,-86.9,1,
4/25/2018,Loveland,OH,39.2,-84.3,1,
4/25/2018,Lynchburg,VA,37.4,-79.1,1,
4/25/2018,Marceline,MO,39.7,-92.9,2,
4/25/2018,Milan,IN,39.1,-85.1,1,
4/25/2018,Millstadt,IL,38.5,-90.1,2,
4/25/2018,Montgomery,NJ,40.4,-74.7,1,
4/25/2018,Montrose,IA,40.5,-91.4,1,
4/25/2018,Norfolk,VA,36.9,-76.2,1,
4/25/2018,Ottumwa,IA,41,-92.4,1,
4/25/2018,Philadelphia,PA,40.1,-75.2,2,
4/25/2018,Plymouth,MA,42,-70.7,3,
4/25/2018,Rockport,TX,28.1,-97.1,2,
4/25/2018,Rose Hill,KS,37.6,-97.1,1,
4/25/2018,San Antonio,TX,29.5,-98.8,1,
4/25/2018,Sparta,IL,38.1,-89.7,1,
4/25/2018,St. Louis,MO,38.6,-90.2,1,
4/25/2018,St. Louis,MO,38.6,-90.2,1,
4/25/2018,Stafford,VA,38.5,-77.6,2,
4/25/2018,Taunton,MA,41.9,-71.1,1,
4/25/2018,Tinton Falls,NJ,40.2,-74.1,1,
4/25/2018,Wilmington,DE,39.8,-75.6,1,
4/24/2018,Atchison,KS,39.6,-95.1,1,
4/24/2018,Bass River,NJ,39.6,-74.4,2,
4/24/2018,Beverly Hills,FL,28.9,-82.5,1,
4/24/2018,Brookfield,CT,41.5,-73.4,1,
4/24/2018,Cabin John,MD,39,-77.2,1,
4/24/2018,Chambersburg,PA,39.9,-77.7,1,
4/24/2018,Columbia,MO,38.9,-92.2,1,
4/24/2018,Connellsville,PA,40,-79.6,1,
4/24/2018,Derby,KS,37.5,-97.3,1,
4/24/2018,Farmington,MO,37.7,-90.4,2,
4/24/2018,Florence,KY,39,-84.6,1,
4/24/2018,Foosland,IL,40.4,-88.4,1,
4/24/2018,Galena,MD,39.3,-75.9,1,
4/24/2018,Guilford,CT,41.3,-72.7,2,
4/24/2018,Harrisburg,PA,40.3,-76.7,1,
4/24/2018,Herndon,VA,38.9,-77.4,1,
4/24/2018,Highland,MD,39.2,-77,1,
4/24/2018,Hockessin,DE,39.8,-75.7,1,
4/24/2018,Hopkinton,RI,41.4,-71.8,1,
4/24/2018,Hudson,NH,42.8,-71.4,1,
4/24/2018,Jackson,NJ,40.1,-74.4,1,
4/24/2018,Kahoka,MO,40.4,-91.7,2,
4/24/2018,Kahoka,MO,40.4,-91.7,2,
4/24/2018,Lakewood Township,NJ,40.1,-74.2,2,
4/24/2018,Liberty,MO,39.2,-94.5,1,
4/24/2018,Louisville,KY,38.1,-85.8,1,
4/24/2018,McLean,VA,39,-77.3,1,
4/24/2018,Mount Sterling,KY,38.1,-84,1,
4/24/2018,Newburgh,IN,37.9,-87.4,1,
4/24/2018,Norfolk,VA,36.9,-76.2,1,
4/24/2018,North Stonington,CT,41.4,-71.9,1,
4/24/2018,Ottawa,KS,38.6,-95.4,1,
4/24/2018,Smithville,TN,36,-85.8,1,
4/24/2018,Tabernacle,NJ,39.8,-74.7,1,
4/24/2018,Thurmont,MD,39.6,-77.4,1,
4/24/2018,Toms River,NJ,40,-74.1,1,
4/24/2018,Tulsa,OK,36,-95.9,1,
4/24/2018,Vienna,MO,38.2,-92,2,
4/24/2018,Virginia Beach,VA,36.8,-76.2,1,
4/24/2018,Washington Crossing,PA,40.3,-74.9,1,
4/24/2018,Wilmington,NC,34.1,-77.9,2,
4/23/2018,Arkansas City,KS,37.1,-97,1,
4/23/2018,Atascosa,TX,29.3,-98.7,2,
